Форма 14. Уровни воды рек, ручьев, каналов, см;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Среднесуточные уровни воды рек, ручьев, каналов по постам , см;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Условия выбора данных:;;;;;;;;;;;;;;
Год: 2016;;;;;;;;;;;;;;
Бассейновый округ: Енисейский бассейновый округ;;;;;;;;;;;;;;
Бассейн: Енисей (российская часть бассейна);;;;;;;;;;;;;;
Подбассейн: Нижняя Тунгуска;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Условные обозначения;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Символ;Описание;Символ;Описание;;;;;;;;;;;
"""";высший и низший уровень за месяц в один день;V;искажение стока воды искусственными явлениями;;;;;;;;;;;
#;изменение ледовых условий техническими средствами;W;вода течет поверх льда;;;;;;;;;;;
&;ледостав с торосами;Z;неполный ледостав;;;;;;;;;;;
(;закраины;А;трава на дне;;;;;;;;;;;
);забереги;Б;зажор выше поста;;;;;;;;;;;
*;редкий шугоход;В;стоячая вода;;;;;;;;;;;
/;искажение уровня воды естественными или искусственными явлениями;Г;средний и густой ледоход вторичный;;;;;;;;;;;
:;сало;Д;естественные или искусственные деформации русла;;;;;;;;;;;
";";внутриводный лед;Е;наледная вода;;;;;;;;;;;
@;плавучий лед;И;редкая снежура;;;;;;;;;;;
[;залом леса;К;редкий ледоход вторичный;;;;;;;;;;;
];подо льдом шуга;Л;редний и густой ледоход;;;;;;;;;;;
^;высший уровень за месяц;Н;наледь;;;;;;;;;;;
_;низший уровень за месяц;П;подвижка льда;;;;;;;;;;;
18;;96 I;;94 _I;"94 ""I";95 I;845 ХN;219;89;81 _;83;95 Z;90 I;86 I
19;;96 I;;94 _I;"94 ""I";95 I;814 ХN;202;89;81 _;82;96 I;90 I;86 I
20;;96 I;;94 _I;"94 ""I";95 I;806 ХN;192;89;81 _;82;98 ^I;90 I;86 I
21;;96 I;;94 _I;"94 ""I";95 I;833 N;180;89;81 _;82;98 ^I;90 I;86 I
22;;96 I;;94 _I;"94 ""I";95 I;835;173;89;82 _;82;98 ^I;90 I;86 I
23;;96 I;;94 _I;"94 ""I";95 I;829;166;89;83;82;97 I;90 I;86 I
24;;96 I;;94 _I;"94 ""I";96 I;820;160;88;83;83;96 I;89 I;86 I
25;;96 I;;94 _I;"94 ""I";96 I;820;155;88;83;84;95 I;89 I;86 I
26;;96 I;;94 _I;"94 ""I";97 I;824;150;87;84;81 _;95 I;89 I;86 I
27;;95 _I;;94 _I;"94 ""I";97 I;834;145;86;84;82;93 I;89 I;86 I
28;;95 _I;;94 _I;"94 ""I";98 ^~;853;141;86;84;83;93 I;88 _I;85 _I
29;;95 _I;;94 _I;"94 ""I";98 ^~;869;138;85;84;83;93 I;88 _I;85 _I
30;;95 _I;;-;"94 ""I";98 ^~;867;136 _;84;84;83;92 I;88 _I;85 _I
31;;95 _I;;-;"94 ""I";-;861;-;83 _;85 ^;-;92 I;-;85 _I
Декада;;;;;;;;;;;;;;
1;;;;;;;;;;;;;;
2;;;;;;;;;;;;;;
3;;;;;;;;;;;;;;
Средний;;96;;94;94;95;552;364;101;82;86;90;90;86
Высший;;97;;95;94;98;940;855;134;85;94;98;92;88
Низший;;95;;94;94;94;98;135;83;81;81;79;88;85
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Средний уровень;;Высший;;;;;Низший периода открытого русла;;;;Низший зимнего периода;;;
;;уровень;;дата;;число случаев;уровень;дата;;число случаев;уровень;дата;;число случаев
;;;;первая;последняя;;;первая;последняя;;;первая;последняя;
153;;940;;17.05.2016;;1;81;10.08.2016;08.10.2016;16;94;07.02.2016;17.04.2016;71
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Код поста;;9408;;;;;;;;;;;;
Год;;2016;;;;;;;;;;;;
Река-пост;;Нижняя Тунгуска - р.Нижняя Тунгуска - пос.Кислокан;;;;;;;;;;;;
Отметка нуля;;175.92;;;;;;;;;;;;
;;;;;;;;;;;;;;
Система высот;;БС;;;;;;;;;;;;
Число;;Месяц;;;;;;;;;;;;
;;1;;2;3;4;5;6;7;8;9;10;11;12
1;;248 ^I;;236 ^I;224 ^I;211 I;275 _~;941;362 ^;246 ^;250;234 *);257 Z;253 ^I
2;;248 ^I;;236 ^I;224 ^I;210 I;283 ~;962;350;246 ^;259;229 _*Z;257 Z;253 ^I
3;;247 I;;235 I;223 I;210 I;288 ~;972;339;245;271 ^;235 Z;260 Z;252 I
4;;247 I;;235 I;223 I;209 I;293 ~;980 ^;327;243;270 ^;239 );261 ^Z;252 I
5;;247 I;;235 I;222 I;208 _I;297 ~;960;316;243;267;241 );260 Z;252 I
6;;247 I;;235 I;222 I;209 I;301 ~;935;305;243;260;243 Ш);260 Z;251 I
7;;246 I;;234 I;222 I;210 I;307 ~;899;297;242;256;238 Ш);259 Z;250 I
8;;246 I;;234 I;221 I;210 I;314 ~;866;291;241;252;237 Z;259 Z;250 I
9;;246 I;;233 I;220 I;211 I;318 ~;849;286;241;248;231 Z;259 Z;250 I
10;;245 I;;232 I;220 I;212 I;321 ~;834;282;240;246;242 Z;260 Z;250 I
11;;244 I;;232 I;220 I;212 I;326 ~;820;278;238;245;241 Z;259 Z;249 I
12;;244 I;;231 I;220 I;213 I;330 ~;808;275;238;243;248 Z;259 I;249 I
13;;243 I;;230 I;219 I;214 I;334 ~;780;271;237;241;254 Z;258 I;248 I
14;;242 I;;230 I;219 I;214 I;337 ~;754;267;235;239;251 Z;258 I;248 I
15;;242 I;;230 I;219 I;215 I;341 ~;725;265;234;238;256 Z;258 I;248 I
16;;242 I;;230 I;218 I;215 I;348 ~;694;262;233;238;255 Z;258 I;247 I
17;;242 I;;229 I;218 I;216 I;356 (Z;656;260;231;237;261 Z;257 I;247 I
18;;242 I;;229 I;217 I;216 I;364 (Z;617;258;230;237;261 Z;257 I;247 I
19;;241 I;;228 I;217 I;218 I;376 (Z;583;256;230;237;262 ^Z;257 I;247 I
20;;241 I;;228 I;217 I;219 I;398 (Z;553;253;230;236;261 Z;256 I;247 I
21;;240 I;;228 I;216 I;219 I;484 П(;525;251;229;235;260 Z;256 I;246 I
22;;240 I;;227 I;216 I;220 I;758 Л;500;249;228;235;258 Z;256 I;246 I
23;;240 I;;227 I;215 I;223 I;936 Л;479;247;228;234;259 Z;255 I;245 I
24;;239 I;;226 I;214 I;225 I;979 Л;462;245;227 _;233;259 Z;255 I;245 I
25;;239 I;;226 I;213 I;227 I;981 ^Х;444;244;227 _;233 _;260 Z;255 I;245 I
26;;239 I;;225 I;213 I;232 I;961 Х;426;243 _;228;232 _;259 Z;254 I;245 I
27;;238 I;;225 I;213 I;238 I;918;411;242 _;229;232 _;261 Z;254 I;244 I
28;;238 I;;225 I;212 I;246 I;891;399;242 _;230;233 _;260 Z;254 I;244 I
29;;237 I;;224 _I;212 I;254 I;880;387;243 _;232;233;259 Z;253 _I;243 _I
30;;236 _I;;-;212 I;263 ^I;899;374 _;244;236;233;258 Z;253 _I;243 _I
31;;236 _I;;-;211 _I;-;911;-;245;242;-;257 Z;-;243 _I
Декада;;;;;;;;;;;;;;
1;;;;;;;;;;;;;;
2;;;;;;;;;;;;;;
3;;;;;;;;;;;;;;
Средний;;242;;230;218;220;520;687;274;236;243;251;257;248
Высший;;248;;236;224;265;984;980;365;246;271;263;261;253
Низший;;236;;224;211;208;273;371;242;226;232;225;253;243
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Средний уровень;;Высший;;;;;Низший периода открытого русла;;;;Низший зимнего периода;;;
;;уровень;;дата;;число случаев;уровень;дата;;число случаев;уровень;дата;;число случаев
;;;;первая;последняя;;;первая;последняя;;;первая;последняя;
302;;984;;25.05.2016;;1;226;24.08.2016;25.08.2016;2;208;05.04.2016;;1
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Код поста;;9410;;;;;;;;;;;;
Год;;2016;;;;;;;;;;;;
Река-пост;;Нижняя Тунгуска - р.Нижняя Тунгуска - пгт Тура;;;;;;;;;;;;
Отметка нуля;;124.84;;;;;;;;;;;;
;;;;;;;;;;;;;;
Система высот;;БС;;;;;;;;;;;;
Число;;Месяц;;;;;;;;;;;;
;;1;;2;3;4;5;6;7;8;9;10;11;12
1;;252 I;;253 _I;260 _I;261 _I;266 ~;1391;440 ^;322;473;488 ^;262 I;258 I
2;;252 I;;253 _I;260 _I;261 _I;265 ~;1577;424;357;501;437;262 I;257 I
3;;252 I;;253 _I;260 _I;261 _I;265 ~;1699;407;357;563;392;263 I;257 I
4;;251 I;;253 _I;260 _I;261 _I;263 ~;1706 ^;399;352;632;367;264 I;257 I
5;;251 I;;254 I;261 I;261 _I;261 ~;1683;383;342;657 ^;356;264 I;257 I
6;;251 I;;254 I;261 I;261 _I;260 ~;1636;373;328;649;337 );265 I;256 I
7;;250 I;;254 I;261 I;261 _I;260 ~;1597;364;313;606;315 Ш);265 I;256 I
8;;250 I;;254 I;261 I;262 I;259 _~;1568;348;302 _;547;297 Ш);266 I;256 I
9;;249 I;;255 I;262 I;262 I;259 _~;1544;339;311;508;282 ]Z;266 I;256 I
10;;248 I;;255 I;262 I;262 I;259 _~;1485;331;359;474;268 Z;267 I;256 I
11;;248 I;;255 I;262 I;262 I;259 _I;1384;335;426;450;258 Z;267 I;257 I
12;;248 I;;255 I;262 I;262 I;259 _I;1303;333;468;429;251 Z;267 I;257 I
13;;248 I;;256 I;262 I;262 I;259 _I;1220;322;445;413;251 _Z;266 I;259 I
14;;248 I;;256 I;262 I;262 I;262 ~;1195;316;396;400;270 Z;266 I;260 I
15;;248 I;;256 I;263 ^I;262 I;264 ~;1122;311;362;391;266 Z;266 I;263 I
16;;247 _I;;257 I;263 ^I;263 ~;266 ~;1025;304;338;383;262 I;267 I;266 I
17;;247 _I;;257 I;263 ^I;263 ~;268 ~;907;297;335;377;257 I;267 I;268 I
18;;247 _I;;257 I;263 ^I;263 ~;270 ~;836;291;343;367;254 I;268 ^I;269 I
19;;247 _I;;258 I;263 ^I;263 ~;273 ~;775;286;371;360;257 I;268 ^I;270 ^I
20;;247 _I;;258 I;263 ^I;262 ~;277 ~;751;282;462;357;259 I;268 ^I;270 ^I
21;;247 _I;;258 I;263 ^I;262 I;304 (~;709;282;547;354;259 I;268 ^I;268 I
22;;247 _I;;258 I;262 I;262 I;402 (;666;281;660 ^;353;260 I;267 I;267 I
23;;248 I;;258 I;262 I;262 I;742 Л(;631;279;638;353;260 I;266 I;265 I
24;;248 I;;259 I;262 I;263 ~;1049 Л;616;273;578;355;260 I;264 I;264 I
25;;249 I;;259 I;262 I;264 ~;1064 Л;591;269;564;356;261 I;263 I;262 I
26;;249 I;;259 I;262 I;265 ~;1058 Х;540;265;492;353;261 I;262 I;260 I
27;;250 I;;259 I;261 I;266 ~;1034;522;264;471;351;261 I;261 I;257 I
28;;250 I;;260 ^I;261 I;266 ~;1020;499;260;454;352 _;261 I;260 I;256 I
29;;251 I;;260 ^I;261 I;267 ^~;1037;482;259;449;384;262 I;260 I;255 I
30;;252 I;;-;261 I;267 ^~;1134;459 _;261 _;443;458;262 I;259 _I;254 I
31;;253 ^I;;-;261 I;-;1256 ^;-;289;449;-;262 I;-;253 _I
Декада;;;;;;;;;;;;;;
1;;;;;;;;;;;;;;
2;;;;;;;;;;;;;;
3;;;;;;;;;;;;;;
Средний;;249;;256;262;263;496;1071;318;420;440;290;265;260
Высший;;253;;260;263;267;1292;1710;444;661;657;490;268;270
Низший;;247;;253;260;261;259;454;258;299;350;248;259;253
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Средний уровень;;Высший;;;;;Низший периода открытого русла;;;;Низший зимнего периода;;;
;;уровень;;дата;;число случаев;уровень;дата;;число случаев;уровень;дата;;число случаев
;;;;первая;последняя;;;первая;последняя;;;первая;последняя;
383;;1710;;04.06.2016;;1;258;30.07.2016;;1;235;20.10.2015;;1
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Код поста;;9413;;;;;;;;;;;;
Год;;2016;;;;;;;;;;;;
Река-пост;;Нижняя Тунгуска - р.Нижняя Тунгуска - пос.Учами;;;;;;;;;;;;
Отметка нуля;;83.41;;;;;;;;;;;;
;;;;;;;;;;;;;;
Система высот;;БС;;;;;;;;;;;;
Число;;Месяц;;;;;;;;;;;;
;;1;;2;3;4;5;6;7;8;9;10;11;12
1;;235 ^I;;229 ^I;225 ^I;222 _I;231 _I;1361;366 ^;231 _;485;261 _;262 I;262 _I
2;;235 ^I;;229 ^I;225 ^I;222 _I;231 I;1445;351;232;487;301;262 I;263 I
3;;235 ^I;;229 ^I;224 I;222 _I;232 I;1620;335;233;488;325 ^;262 I;263 I
4;;234 I;;229 ^I;224 I;222 _I;232 I;1693;313;238;489;307;262 I;263 I
5;;234 I;;229 ^I;224 I;222 _I;233 I;1712;285;242;491;283;262 I;265 I
6;;234 I;;229 ^I;224 I;222 _I;235 I;1705 ^;267;244;495 ^;279;261 I;265 I
7;;234 I;;229 ^I;224 I;222 _I;235 I;1687;265;244;493 ^;274;261 I;266 I
8;;234 I;;228 I;224 I;222 _I;237 I;1678;261;243;486;273 );261 I;266 I
9;;234 I;;228 I;224 I;222 _I;239 I;1656;254;243;479;272 );263 ^I;266 I
10;;233 I;;228 I;224 I;222 _I;241 I;1578;249;243;458;271 Z;263 ^I;267 I
11;;233 I;;228 I;224 I;222 _I;242 I;1461;244;242;437;271 Ш;263 ^I;267 I
12;;233 I;;228 I;224 I;222 _I;243 I;1385;239;243;413;270 Ш;263 ^I;267 I
13;;233 I;;227 I;224 I;222 _I;245 I;1357;233;242;389;269 Ш;262 I;268 I
14;;233 I;;227 I;224 I;222 _I;245 I;1338;227;240;367;267 Ш;262 I;268 I
15;;232 I;;227 I;224 I;222 _I;246 I;1315;226;240;332;266 Ш;262 I;269 I
16;;232 I;;227 I;224 I;222 _I;247 I;1266;225;242;280;265 Ш;262 I;268 I
17;;232 I;;227 I;223 _I;222 _I;248 I;1215;223;247;264;265 Ш;262 I;267 I
18;;232 I;;227 I;223 _I;222 _I;249 I;1092;221;266;258;263 Ш;261 I;268 I
19;;232 I;;227 I;223 _I;222 _I;250 I;823;220;290;252;263 Ш;261 I;268 I
20;;232 I;;226 I;223 _I;222 _I;251 I;640;219;309;248;262 Ш;260 I;269 I
21;;231 I;;226 I;223 _I;222 _I;253 (;599;218;334;247;264 Ш;260 I;269 I
22;;231 I;;226 I;223 _I;222 _I;294 ЛП;578;218;365;244;264 Ш;260 I;270 I
23;;231 I;;226 I;223 _I;222 _I;925 ЛП;548;217;416;244;263 Ш;259 _I;270 I
24;;231 I;;226 I;223 _I;223 I;1203 Л;515;217;449;242;262 ]Z;259 _I;270 I
25;;231 I;;226 I;223 _I;224 I;1322 Л;466;216;422;240;261 ]Z;259 _I;272 ^I
26;;231 I;;226 _I;223 _I;225 I;1315 Л;416;215;390;240;262 I;260 I;272 ^I
27;;231 _I;;225 _I;223 _I;226 I;1315 Х;389;215;423;237;261 I;260 I;271 I
28;;230 _I;;225 _I;223 _I;227 I;1300;385;214 _;415;235 _;261 I;261 I;271 I
29;;230 _I;;225 _I;223 _I;228 I;1302;381;215 _;408;239;260 I;261 I;271 I
30;;230 _I;;-;223 _I;230 ^I;1312;377 _;217;438;243;263 I;262 I;270 I
31;;230 _I;;-;223 _I;-;1339 ^;-;223;458 ^;-;263 I;-;270 I
Декада;;;;;;;;;;;;;;
1;;;;;;;;;;;;;;
2;;;;;;;;;;;;;;
3;;;;;;;;;;;;;;
Средний;;232;;227;224;223;538;1089;245;306;350;271;261;268
Высший;;235;;229;225;230;1355;1717;370;465;495;332;263;272
Низший;;230;;225;223;222;230;375;214;230;235;257;259;262
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Средний уровень;;Высший;;;;;Низший периода открытого русла;;;;Низший зимнего периода;;;
;;уровень;;дата;;число случаев;уровень;дата;;число случаев;уровень;дата;;число случаев
;;;;первая;последняя;;;первая;последняя;;;первая;последняя;
353;;1717;;06.06.2016;;1;214;28.07.2016;29.07.2016;2;222;01.04.2016;23.04.2016;23
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Код поста;;9415;;;;;;;;;;;;
Год;;2016;;;;;;;;;;;;
Река-пост;;Нижняя Тунгуска - р.Нижняя Тунгуска - факт.Большой Порог;;;;;;;;;;;;
Отметка нуля;;14.02;;;;;;;;;;;;
;;;;;;;;;;;;;;
Система высот;;БС;;;;;;;;;;;;
Число;;Месяц;;;;;;;;;;;;
;;1;;2;3;4;5;6;7;8;9;10;11;12
1;;646 ^];;573 ^];565 ^];565 _];611 _I;1930 N;740 ^;536 _;769;593;669 ^Z];626 ^]
2;;643 ];;572 ];565 ^];565 ];613 I;1994 N;727;536 _;790;594;650 Z];625 ]
3;;640 ];;572 ];564 ];566 ];615 I;2087 N;718;537 _;810;596;608 Z];625 ]
4;;637 ];;571 ];564 ];567 ];615 I;2245;704;540;807;602;605 ];624 ]
5;;634 ];;570 ];563 ];568 ];616 I;2388;682;545;810;628;600 _];624 ]
6;;632 ];;570 ];563 ];570 I;617 I;2569;672;547;830;653;605 _];623 ]
7;;629 ];;570 ];563 ];571 I;619 I;2618;663;548;850;654;638 ];623 ]
8;;627 ];;569 ];563 ];573 I;620 I;2631 ^;656;554;871;631;650 ];622 ]
9;;624 ];;569 ];562 _];575 I;621 I;2608;650;561;881 ^;613;649 ];621 ]
10;;622 ];;568 ];562 _];577 I;622 I;2566;642;569;863;597;648 ];620 ]
11;;619 ];;568 ];562 _];578 I;622 I;2449;639;574;832;577 *;647 ];619 ]
12;;616 ];;568 ];562 _];580 I;624 I;2345;635;576;777;559 Ш;647 ];617 ]
13;;613 ];;567 ];562 _];581 I;626 I;2268;626;580;737;555 Ш;646 ];615 ]
14;;609 ];;567 ];562 _];583 I;629 I;2204;617;591;723;550 Ш;646 ];611 ]
15;;604 ];;567 ];562 _];584 I;630 I;2076;607;612;714;548 Ш;645 ];609 ]
16;;599 ];;567 ];562 _];585 I;631 I;1966;596;652;695;546 Ш;645 ];606 ]
17;;594 ];;566 ];562 _];587 I;631 I;1769;584;667;673;542 _Ш;644 ];603 ]
18;;590 ];;566 ];562 _];588 I;634 I;1514;574;662;657;743 ^]Z;643 ];601 ]
19;;585 ];;566 _];562 _];589 I;635 I;1415;569;649;641;744 ^]Z;642 ];597 ]
20;;583 ];;565 _];562 _];589 I;637 I;1322;565;643;633;734 ]Z;640 ];595 ]
21;;581 ];;565 _];562 _];591 I;648 I;1175;559;637;625;731 ]Z;639 ];593 ]
22;;579 ];;565 _];562 _];592 I;726 I;1084;554;623;616;731 ]Z;637 ];590 ]
23;;579 ];;565 _];562 _];594 I;814 I;1037;550;625;609;725 ]Z;636 ];588 ]
24;;578 ];;565 _];563 ];596 I;1263 Л;998;549;628;601;723 ]Z;635 ];586 ]
25;;578 ];;565 _];563 ];596 I;1820 ^Л;953;545;660;597;715 ]Z;634 ];583 ]
26;;577 ];;565 _];563 ];597 I;1853 ЛN;903;541;733;597;711 ]Z;633 ];580 ]
27;;576 ];;565 _];563 ];599 I;1874 ЛN;857;540;813;597;703 ]Z;633 ];576 ]
28;;575 ];;565 _];564 ];602 I;1906 ЛN;825;540;818 ^;595;688 ]Z;631 ];575 ]
29;;575 ];;565 _];564 ];606 I;1884 ХN;795;540;749;593 _;680 ]Z;629 ];572 ]
30;;574 ];;-;564 ];610 ^I;1885 ХN;764 _;540;734;593 _;678 ]Z;627 ];570 ]
31;;573 _];;-;564 ];-;1892 ХN;-;536 _;737;-;677 ]Z;-;569 _]
Декада;;;;;;;;;;;;;;
1;;;;;;;;;;;;;;
2;;;;;;;;;;;;;;
3;;;;;;;;;;;;;;
Средний;;603;;567;563;584;937;1745;608;627;713;646;637;603
Высший;;647;;573;565;610;2113;2633;741;821;882;746;672;626
Низший;;573;;565;562;564;611;756;536;536;593;540;600;568
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Средний уровень;;Высший;;;;;Низший периода открытого русла;;;;Низший зимнего периода;;;
;;уровень;;дата;;число случаев;уровень;дата;;число случаев;уровень;дата;;число случаев
;;;;первая;последняя;;;первая;последняя;;;первая;последняя;
736;;2633;;08.06.2016;;1;536;31.07.2016;03.08.2016;4;562;09.03.2016;23.03.2016;15
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Код поста;;9416;;;;;;;;;;;;
Год;;2016;;;;;;;;;;;;
Река-пост;;Непа - р.Непа - с.Токма;;;;;;;;;;;;
Отметка нуля;;428.12;;;;;;;;;;;;
;;;;;;;;;;;;;;
Система высот;;БС;;;;;;;;;;;;
Число;;Месяц;;;;;;;;;;;;
;;1;;2;3;4;5;6;7;8;9;10;11;12
1;;"85 ""I";;"85 ""I";85 _I;107 I;140 _(;221 ^;82 ^;66 ^;65 ^;60 _);"67 ""I";67 _I
2;;"85 ""I";;"85 ""I";85 _I;107 I;157 (;206;81;66 ^;65 ^;63 );"67 ""I";68 I
3;;"85 ""I";;"85 ""I";85 _I;108 I;170 (;196;79;66 ^;65 ^;63 );"67 ""I";69 I
4;;"85 ""I";;"85 ""I";85 _I;111 I;181 (;184;77;66 ^;65 ^;70 ^*);"67 ""I";70 I
5;;"85 ""I";;"85 ""I";85 _I;109 I;203 (;177;75;66 ^;65 ^;70 ^*);"67 ""I";71 I
6;;"85 ""I";;"85 ""I";85 _I;106 I;210 П(;170;74;66 ^;65 ^;69 *);"67 ""I";72 I
7;;"85 ""I";;"85 ""I";85 _I;105 I;220 РП;161;73;65 _;64 _;67 *);"67 ""I";73 I
8;;"85 ""I";;"85 ""I";85 _I;104 I;280 РП;153;72;65 _;64 _;67 Z;"67 ""I";74 I
9;;"85 ""I";;"85 ""I";85 _I;103 I;339 РП;144;75;65 _;64 _;66 Z;"67 ""I";75 I
10;;"85 ""I";;"85 ""I";86 I;103 I;381 РП;134;76;65 _;64 _;66 Z;"67 ""I";75 I
11;;"85 ""I";;"85 ""I";87 I;103 I;405 Р;123;76;65 _;64 _;66 Z;"67 ""I";75 I
12;;"85 ""I";;"85 ""I";88 I;103 I;381 Р;116;76;65 _;64 _;66 Z;"67 ""I";75 I
13;;"85 ""I";;"85 ""I";89 I;101 I;335 ХР;111;76;65 _;64 _;66 Z;"67 ""I";75 I
14;;"85 ""I";;"85 ""I";90 I;101 I;282 Л;103;76;65 _;64 _;66 Z;"67 ""I";75 I
15;;"85 ""I";;"85 ""I";91 I;101 I;267 Л;97;75;65 _;64 _;66 Z;"67 ""I";77 I
16;;"85 ""I";;"85 ""I";92 I;102 I;327 Х;96;73;65 _;64 _;66 Z;"67 ""I";80 ^I
17;;"85 ""I";;"85 ""I";93 I;102 ~;391 Х;96;72;65 _;64 _;66 I;"67 ""I";80 ^I
18;;"85 ""I";;"85 ""I";94 I;101 ~;439;104;70;65 _;64 _;66 I;"67 ""I";80 ^I
19;;"85 ""I";;"85 ""I";95 I;102 ~;461;105;69;65 _;64 _;67 I;"67 ""I";80 ^I
20;;"85 ""I";;"85 ""I";96 I;102 ~;471;99;69;65 _;64 _;67 I;"67 ""I";80 ^I
21;;"85 ""I";;"85 ""I";97 I;102 ~;464;98;68;65 _;64 _;67 I;"67 ""I";80 ^I
22;;"85 ""I";;"85 ""I";98 I;103 ~;456;97;68;65 _;64 _;67 I;"67 ""I";80 ^I
23;;"85 ""I";;"85 ""I";99 I;104 ~;452;96;68;65 _;64 _;67 I;"67 ""I";80 ^I
24;;"85 ""I";;"85 ""I";100 I;103 ~;460;95;67;65 _;64 _;67 I;"67 ""I";80 ^I
25;;"85 ""I";;"85 ""I";101 I;100 _~;471 ^;93;67;65 _;64 _;67 I;"67 ""I";80 ^I
26;;"85 ""I";;"85 ""I";102 I;98 _~;468 ^;92;67;65 _;64 _;67 I;"67 ""I";80 ^I
27;;"85 ""I";;"85 ""I";103 I;99 ~;421;90;67;65 _;64 _;67 I;"67 ""I";80 ^I
28;;"85 ""I";;"85 ""I";104 I;97 _~;348;89;66 _;65 _;64 _;67 I;"67 ""I";80 ^I
29;;"85 ""I";;"85 ""I";105 I;113 ~;290;87;66 _;65 _;64 _;67 I;"67 ""I";80 ^I
30;;"85 ""I";;-;106 I;124 ^(;251;85 _;66 _;65 _;64 _;67 I;"67 ""I";80 ^I
31;;"85 ""I";;-;107 ^I;-;237;-;66 _;65 _;-;67 I;-;80 ^I
Декада;;;;;;;;;;;;;;
1;;;;;;;;;;;;;;
2;;;;;;;;;;;;;;
3;;;;;;;;;;;;;;
Средний;;85;;85;93;104;334;124;72;65;64;66;67;76
Высший;;85;;85;107;125;473;225;82;66;65;70;67;80
Низший;;85;;85;85;97;133;84;66;65;64;59;67;67
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Средний уровень;;Высший;;;;;Низший периода открытого русла;;;;Низший зимнего периода;;;
;;уровень;;дата;;число случаев;уровень;дата;;число случаев;уровень;дата;;число случаев
;;;;первая;последняя;;;первая;последняя;;;первая;последняя;
103;;473;;25.05.2016;26.05.2016;2;64;07.09.2016;30.09.2016;24;74;17.10.2015;18.10.2015;2
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Код поста;;9417;;;;;;;;;;;;
Год;;2016;;;;;;;;;;;;
Река-пост;;Непа - р.Непа - с.Ика ;;;;;;;;;;;;
Отметка нуля;;344.22;;;;;;;;;;;;
;;;;;;;;;;;;;;
Система высот;;БС;;;;;;;;;;;;
Число;;Месяц;;;;;;;;;;;;
;;1;;2;3;4;5;6;7;8;9;10;11;12
1;;"26 ""I";;"26 ""I";27 _I;30 _I;83 _(;193 ^;71 ^;24 ^;22 ^;19 _;"21 ""I";"21 ""I"
2;;"26 ""I";;"26 ""I";28 I;30 _I;92 (;174;67;24 ^;22 ^;19 _);"21 ""I";"21 ""I"
3;;"26 ""I";;"26 ""I";30 ^I;30 _I;113 (;163;60;23;22 ^;19 _*);"21 ""I";"21 ""I"
4;;"26 ""I";;"26 ""I";30 ^I;30 _I;129 (;154;48;23;22 ^;19 _*);"21 ""I";"21 ""I"
5;;"26 ""I";;"26 ""I";30 ^I;30 _I;140 (;148;43;23;22 ^;19 _);"21 ""I";"21 ""I"
6;;"26 ""I";;"26 ""I";30 ^I;30 _I;149 (;141;38;23;21;19 _);"21 ""I";"21 ""I"
7;;"26 ""I";;"26 ""I";30 ^I;30 _I;161 П(;133;31;23;21;19 _);"21 ""I";"21 ""I"
8;;"26 ""I";;"26 ""I";30 ^I;30 _I;184 РП;127;29;24 ^;20;19 _*);"21 ""I";"21 ""I"
9;;"26 ""I";;"26 ""I";30 ^I;30 _I;218 РП;119;27;24 ^;20;19 _*);"21 ""I";"21 ""I"
10;;"26 ""I";;"26 ""I";30 ^I;30 _I;319 РП;112;25 _;24 ^;20;19 _*);"21 ""I";"21 ""I"
11;;"26 ""I";;"26 ""I";30 ^I;30 _I;314 Л;109;24 _;23;19;20 _Ш);"21 ""I";"21 ""I"
12;;"26 ""I";;"26 ""I";30 ^I;30 _I;290 Л;105;24 _;23;19;"20 ""Ш)";"21 ""I";"21 ""I"
13;;"26 ""I";;"26 ""I";30 ^I;31 _I;256 Х;99;24 _;23;19;21 ^Ш);"21 ""I";"21 ""I"
14;;"26 ""I";;"26 ""I";30 ^I;32 I;236 Х;92;24 _;23;18 _;21 ^Z;"21 ""I";"21 ""I"
